author,comment,normalized_comment,likes,published_at,reply_count,time,relevance/keep for review,low_content,duplicate,other(notes),kategorisierung,vergleich,distinktheit,repräsentation,stereotypen,identität,position,fragment,sagbarkeitsfeld,macht_wissen,fantasy_booking
@amalendusarkar9969,Swerve vs Hangman again,swerve vs hangman again,0,2024-04-28T04:33:45Z,0,,0,0,0,fantasy booking,,,,,,,,,,,
@emmanueljoselopez1014,"Xavier woods still dancing, congrats Kofi!","xavier woods still dancing, congrats kofi!",0,2024-04-28T04:34:04Z,0,,1,0,0,"anspielung auf WWE und kofi storyline? Sarkasmus?; Vergleich reduziert Individualität, überträgt stereotype Darstellung schwarzer Wrestler (Xavier/Kofi) auf Nana/Swerve, reproduziert rassistische Klischees",1,1,0,1,1,1,3,0,0,0,0
@amalendusarkar9969,Swerve doesn't need to be a hero. He's best as a villain,swerve doesn't need to be a hero. he's best as a villain,1,2024-04-28T04:38:08Z,0,,1,0,0,,0,1,0,0,0,1,2,0,0,0,1
@kidz4p509,Where the heck is the Embassy?,where the heck is the embassy?,0,2024-04-28T04:39:27Z,0,,1,0,0,"könnte relevant sein, the embassy former partners of swerve",0,0,0,0,0,1,3,0,0,0,0
@thedarknessdragon988,Swerve house🔥🔥,swerve house🔥🔥,14,2024-04-28T04:39:46Z,0,,0,0,1,,,,,,,,,,,,
@emmssanchez00,Only good thing about AEW is Swerves entrance and the tittle belts look! It’s the best looking wrestling world tittle. Everything else sucks!,only good thing about aew is swerves entrance and the tittle belts look! it’s the best looking wrestling world tittle. everything else sucks!,0,2024-04-28T04:40:15Z,0,,1,0,0,,0,1,0,0,0,1,2,0,0,0,0
@johnrodriguez4905,He speaks out on the second show but not on dynamite nice one Tony🗑️🖕🏼,he speaks out on the second show but not on dynamite nice one tony🗑️🖕🏼,0,2024-04-28T04:43:23Z,0,,1,0,0,inhaltliche dopplung,0,0,0,0,0,1,3,0,0,1,0
@MrVenom973,💯💯💯💯💯,💯💯💯💯💯,2,2024-04-28T04:44:02Z,0,,0,1,1,bezug auf z.40 @zamplify,,,,,,,,,,,
@MrVenom973,Hell yea!,hell yea!,1,2024-04-28T04:45:30Z,0,,0,1,0,,,,,,,,,,,,
@MrWolfchamp-xi3cu,@@Iamlegend0824 What facts can you cite to back it up?,@iamlegend082 4 what facts can you cite to back it up?,1,2024-04-28T04:46:50Z,0,,1,0,0,bezug auf z.214,0,0,0,0,0,0,2,0,0,0,0
@manikfl0385,Thrown out by this little Indy Promotion in Connecticut and now he is the Champion🫶 WHOS HOUSE?,thrown out by this little indy promotion in connecticut and now he is the champion🫶 whos house?,0,2024-04-28T04:47:36Z,0,,1,0,0,,0,0,1,1,0,1,1,0,0,0,0
@Godshousehope903,"Hahaha Powerhouse Hobbs would have been a better champion. Honestly Tony screwed him over by not giving him the chance to be the champ, be the first black AEW Champion instead of swerve.","hahaha powerhouse hobbs would have been a better champion. honestly tony screwed him over by not giving him the chance to be the champ, be the first black aew champion instead of swerve.",0,2024-04-28T04:47:42Z,0,,1,0,0,,1,1,1,1,0,1,3,0,0,1,0
@gmac673,"For one “heatless banger”. 😆

Claudio is not in the title picture.",for one “heatless banger”. 😆 claudio is not in the title picture.,2,2024-04-28T04:49:22Z,0,,0,0,0,bezug auf z.168 @Jungletraveler00_12,,,,,,,,,,,
@trillwill9735,Lol i hope swerve dont get involved in the elite and tony story or whatever that is 😂😂,lol i hope swerve dont get involved in the elite and tony story or whatever that is 😂😂,0,2024-04-28T04:49:34Z,0,,1,0,0,fantasy booking,0,0,0,0,0,0,2,0,0,0,1
@gmac673,"Dunno about that, this comments section looks and feels like an echo chamber to me.","dunno about that, this comments section looks and feels like an echo chamber to me.",1,2024-04-28T04:50:13Z,0,,1,0,0,bezug auf z.59 @agentzero2965,0,0,0,0,0,0,2,reflektion der kommentarsektion,0,0,0
@ValentinmejiaLopezdoriga,Felicidades,felicidades,1,2024-04-28T04:50:18Z,0,,0,0,0,,,,,,,,,,,,
@benchristoit1299,AEW is embarrassing,aew is embarrassing,4,2024-04-28T04:50:31Z,2,,0,0,0,,,,,,,,,,,,
@gmac673,The bank. They’re coming to repossess the clown show. 🤡,the bank. they’re coming to repossess the clown show. 🤡,0,2024-04-28T04:52:16Z,0,,0,0,0,möglicherweise antwort auf anderes kommentar?,,,,,,,,,,,
@gmac673,🤣 no! 🤣🤡,🤣 no! 🤣🤡,3,2024-04-28T04:52:51Z,0,,0,0,0,bezug auf z.191 @FernandodeDaniel727,,,,,,,,,,,
@RockeytPowerGaming,Very Interesting🤔,very interesting🤔,0,2024-04-28T04:57:08Z,0,,0,0,0,,,,,,,,,,,,
@Jungletraveler00_12,@@gmac673 For this match he is and was. It counts bro.,@gmac67 3 for this match he is and was. it counts bro.,5,2024-04-28T04:57:14Z,0,,0,0,0,bezug auf z. 229,,,,,,,,,,,
@gmac673,"10 minutes wasted. This did nothing to start or build a feud, pointless little sob story in the middle and all it did was set up a one off heatless match.","10 minutes wasted. this did nothing to start or build a feud, pointless little sob story in the middle and all it did was set up a one off heatless match.",2,2024-04-28T04:58:05Z,0,,0,0,0,,,,,,,,,,,,
@benchristoit1299,Not yet,not yet,0,2024-04-28T04:58:14Z,0,,0,0,0,bezug auf z.138 @mshine7991,,,,,,,,,,,
@Edward-fy6bt,Swerve saying whose house just gets me hyped,swerve saying whose house just gets me hyped,19,2024-04-28T04:59:03Z,0,,1,0,0,,0,0,0,0,0,1,1,0,0,0,0
@TheWolfLucifersAngel,"This should being in dynamite, 🎉🎉🎉 congrats swerve now is your job became the best champion of the actual champions","this should being in dynamite, 🎉🎉🎉 congrats swerve now is your job became the best champion of the actual champions",2,2024-04-28T05:01:29Z,0,,1,0,0,inhaltliche dopplung,0,1,0,0,0,1,1,0,0,0,0
@swiles59,​@@MrWolfchamp-xi3cuI heard he's filming Twisted Metal season 2. That's why he dropped the title.,@mrwolfchamp -xi3cui heard he's filming twisted metal season 2. that's why he dropped the title.,0,2024-04-28T05:10:59Z,0,,0,0,0,"bezug auf z.201 @MrWolfchamp-xi3cu, inhaltliche doppelung",,,,,,,,,,,
@thedoobieshrew0244,"Yep, pretty shameful. The new champ needed to speak not have an enhancement bloody match, stupid. The FTW championship was given more attention than the heavyweight, that's embarrassing 😂😂 and a load of bollocks, AEW is terrible right now. What the hell happened?","yep, pretty shameful. the new champ needed to speak not have an enhancement bloody match, stupid. the ftw championship was given more attention than the heavyweight, that's embarrassing 😂😂 and a load of bollocks, aew is terrible right now. what the hell happened?",1,2024-04-28T05:15:43Z,0,,1,0,0,bezug auf z.11 @Ericavengersforever,0,1,0,0,0,0,3,trägt zur breiteren Diskussion über die Behandlung des neuen Champions bei und ergänzt die Kritik am Booking,0,1,0
@alkisfragoulidis7441,Champ for 1 or 2 months if he is lucky,champ for 1 or 2 months if he is lucky,0,2024-04-28T05:16:30Z,0,,1,0,0,,0,0,0,0,0,0,3,0,0,0,1
@reylergutierrez5668,SWERVE STRICKLAND  su hija  orgullosa un gran campeón,swerve strickland su hija orgullosa un gran campeón,2,2024-04-28T05:23:13Z,0,,0,0,0,sinngemäß etwa: seine tochter ist stolz und er ein großartiger champion,,,,,,,,,,,
@JUSLOFI,"Isn't emphasizing SWERVE being the first black person to hold the AEW World Championship kinda mundane. 
It's not like AEW has a legacy that goes back to the territory days when bookers were racist AF.",isn't emphasizing swerve being the first black person to hold the aew world championship kinda mundane. it's not like aew has a legacy that goes back to the territory days when bookers were racist af.,2,2024-04-28T05:29:05Z,0,,1,0,0,"Hinterfragt die Betonung von Swerves Identität als schwarzer Champion und reflektiert Sagbarkeitsnormen, indem impliziert wird, dass nur eine Promotion mit einer langen, womöglich rassistischen Vergangenheit (wie in den territory days) diese Narrative glaubwürdig erzählen kann",1,1,0,1,0,1,3,0,1,1,0
@Mezzala90,"Already confirmed he is a placeholder for ospreay.
That show on wednesday was a big L for Swerve.",already confirmed he is a placeholder for ospreay. that show on wednesday was a big l for swerve.,0,2024-04-28T05:29:16Z,0,,1,0,0,,0,1,0,0,0,0,3,Kommentar ergänzt den Diskurs über die Wahrnehmung von Swerves Titelregentschaft und hinterfragt ihre Bedeutung im Kontext der Promotion.,0,1,1
@kutloanomatela4776,"Cody Rhodes 
Jon Moxley 
Swerve Strickland 

Newly crowned  Champions in the month of April.",cody rhodes jon moxley swerve strickland newly crowned champions in the month of april.,0,2024-04-28T05:29:41Z,0,,0,0,0,,,,,,,,,,,,
@pettypamsh5954,"​@@Dr.AdamK. so if had sold that better, you would actually believe it. Is that what ur saying? Lol","@dr .adamk. so if had sold that better, you would actually believe it. is that what ur saying? lol",5,2024-04-28T05:29:49Z,0,,0,0,0,bezug auf z.176 @Dr.AdamK.,,,,,,,,,,,
@killa_swag216,This should've happened on Wednesday when he made his 1st appearance on TV as the AEW World Heavyweight Champion,this should've happened on wednesday when he made his 1st appearance on tv as the aew world heavyweight champion,28,2024-04-28T05:30:33Z,0,,1,0,0,inhaltliche dopplung,0,1,0,0,0,0,3,Timing und Platzierung eines Champions und Einfluss auf dessen Wahrnehmung,0,1,0
@DaGreatCedji,When are they dropping the swerve Strickland timeline video,when are they dropping the swerve strickland timeline video,5,2024-04-28T05:32:42Z,0,,0,0,0,,,,,,,,,,,,
@smileyk4129,Why are you watching?,why are you watching?,0,2024-04-28T05:33:02Z,0,,0,0,0,bezug auf z.233 @benchristoit1299,,,,,,,,,,,
@oscarflorencio7211,Brock is going to AEW to defeat him.,brock is going to aew to defeat him.,0,2024-04-28T05:33:30Z,0,,1,0,0,"could be relevant, wegen der kofi storyline, die schon mehrfach erwähnt wurde - brock lesnar hat ihm damals den titel abgerungen; Bezug auf Kofi-Storyline deutet auf stereotype Narrative hin (kurzlebige Schwarze Champions). Vergleich zwischen AEW und WWE und mögliche Reproduktion früherer Erzählmuster.",0,1,0,0,1,0,3,0,0,0,1
@smileyk4129,He deserves it? I thought they gave him the belt because he was black and Tony wants the first black champion,he deserves it? i thought they gave him the belt because he was black and tony wants the first black champion,1,2024-04-28T05:34:14Z,0,,1,0,0,bezug auf z.26 @kadharefinley224,0,1,0,1,1,1,3,0,1,1,0
@dannybonney8757,That gold look good on you swerve...💯❤️💪💰,that gold look good on you swerve...💯❤️💪💰,2,2024-04-28T05:36:50Z,0,,0,0,1,,,,,,,,,,,,
@KuttroatKelz,"My boy ain’t African American, he’s American American.","my boy ain’t african american, he’s american american.",0,2024-04-28T05:36:56Z,0,,1,0,0,,1,0,0,1,1,1,2,0,1,0,0
@theboykent,great promo but i feel like it should've happened on Dynamite! 🔥,great promo but i feel like it should've happened on dynamite! 🔥,0,2024-04-28T05:37:02Z,0,,0,0,0,inhaltliche dopplung,,,,,,,,,,,
@GeoffreyPwajok-g3l,This arena sounds quiet asf,this arena sounds quiet asf,1,2024-04-28T05:40:48Z,1,,0,0,0,,,,,,,,,,,,
@stopstalkingme2023,why does AEW feels so small rn?,why does aew feels so small rn?,0,2024-04-28T05:40:55Z,0,,0,0,0,,,,,,,,,,,,
@webdubois4142,Nice.,nice.,0,2024-04-28T05:43:32Z,0,,0,1,0,,,,,,,,,,,,
@songopaul5863,Claudio is a man of little words. He mainly speaks in the form of European Uppercuts.,claudio is a man of little words. he mainly speaks in the form of european uppercuts.,4,2024-04-28T05:45:14Z,0,,0,0,0,,,,,,,,,,,,
@KandJHorrordotcom,"Swerve does not need that guy running with him. Makes him look lesser than he is. Drop that dude, for your own sake.","swerve does not need that guy running with him. makes him look lesser than he is. drop that dude, for your own sake.",0,2024-04-28T05:48:34Z,0,,1,0,0,"meint seinen manager, arguably teil seiner präsentation also relevant?",0,0,0,0,0,1,3,0,0,0,1
@Recklessghost,"@smileyk4129  Nope. He deserves it because he got himself over and red hot, while also staying healthy and putting on continuous banger matches! Hope I could help clear up your confusion 👊🏻","@smileyk412 9 nope. he deserves it because he got himself over and red hot, while also staying healthy and putting on continuous banger matches! hope i could help clear up your confusion 👊🏻",21,2024-04-28T05:48:52Z,0,,1,0,0,"bezug auf z.254 @smileyk4129; Widerspricht der Reduktion von Swerves Erfolg auf seine ethnische Identität und hebt seine Leistung, Gesundheit und Popularität hervor, um seinen Titelgewinn zu legitimieren",1,1,1,0,0,1,1,0,0,0,0
@ashra66678,"Worst camera angle,","worst camera angle,",1,2024-04-28T05:49:53Z,0,,0,0,0,,,,,,,,,,,,
@nawtyko6768,"​@@pettypamsh5954Let him live in his bubble, they want to turn their eyes to cover up vince's crap","@pettypamsh5954le t him live in his bubble, they want to turn their eyes to cover up vince's crap",0,2024-04-28T05:51:23Z,0,,0,0,0,,,,,,,,,,,,
@nawtyko6768,​@@DaGreatCedjiojalá pronto,@dagreatcedjiojal á pronto,1,2024-04-28T05:52:35Z,0,,0,0,0,,,,,,,,,,,,
@youngrob2121,The definition of the cool guy,the definition of the cool guy,3,2024-04-28T06:02:21Z,0,,1,0,0,,0,0,0,0,0,1,1,0,0,0,0
@AteCerealWithNoMilk,Lmao i take everything good i said back 😂😂😂 this pomo sound like some B rated movie ish. 😂😂😂 They about to fumble swerve world title run like Samoa joe,lmao i take everything good i said back 😂😂😂 this pomo sound like some b rated movie ish. 😂😂😂 they about to fumble swerve world title run like samoa joe,1,2024-04-28T06:05:37Z,0,,1,0,0,,0,1,0,0,0,1,3,0,0,1,0
@OddOneOut99,🔥🔥🔥,🔥🔥🔥,0,2024-04-28T06:06:02Z,0,,0,1,0,,,,,,,,,,,,
@gmac673,"@@Jungletraveler00_12 mental gymnastics, bro! 😆🤡","@jungletraveler00_1 2 mental gymnastics, bro! 😆🤡",2,2024-04-28T06:06:32Z,0,,0,0,0,bezug auf z.237 @Jungletraveler00_12,,,,,,,,,,,
@youngrob2121,Shame on TK of his treatment of swerve on Wednesday... That was unacceptable... And I'm not saying he need a full yr but anything less than 7 months is fucked,shame on tk of his treatment of swerve on wednesday... that was unacceptable... and i'm not saying he need a full yr but anything less than 7 months is fucked,0,2024-04-28T06:08:22Z,0,,1,0,0,,0,0,0,0,0,1,3,0,1,1,0
@KJClutchoxw,Love swerve but starting to notice unless he’s in that psycho mode his promos are a lil off. Or he seems nervous,love swerve but starting to notice unless he’s in that psycho mode his promos are a lil off. or he seems nervous,1,2024-04-28T06:10:20Z,0,,1,0,0,,0,0,0,0,0,1,2,0,0,0,0
@billyjoseph6603,You deserve it❤,you deserve it❤,5,2024-04-28T06:10:31Z,0,,1,0,0,,0,0,0,0,0,1,1,0,0,0,0
